,#YY,MM,DD,hh,mm,WDIR,WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
43995,2020,11,4,3,40,999,3.6,4.5,0.99,16.0,7.55,254,1016.4,18.2,999.0,15.8,99,99
44001,2020,11,4,4,40,999,2.7,4.3,1.01,14.81,7.73,255,1016.7,18.3,999.0,15.8,99,99
44007,2020,11,4,5,40,999,1.4,2.5,1.05,14.81,7.96,270,1017.4,18.4,999.0,15.9,99,99
44013,2020,11,4,6,40,999,0.9,2.0,1.12,14.81,8.01,270,1017.0,18.3,999.0,15.9,99,99
44019,2020,11,4,7,40,999,1.2,2.1,0.98,14.81,7.97,273,1016.9,18.2,999.0,16.0,99,99
44025,2020,11,4,8,40,999,2.2,2.9,0.97,14.81,7.98,267,1016.9,18.3,999.0,16.2,99,99
44031,2020,11,4,9,40,999,2.3,3.6,0.94,14.81,8.05,268,1017.1,18.3,999.0,16.2,99,99
44037,2020,11,4,10,40,999,1.6,3.8,0.9,14.81,7.95,278,1017.1,18.2,999.0,16.0,99,99
44043,2020,11,4,11,40,999,1.8,3.2,1.12,14.81,8.81,282,1017.5,18.5,999.0,15.5,99,99
44049,2020,11,4,12,40,999,3.3,4.5,1.22,14.81,8.93,265,1017.8,18.6,999.0,15.7,99,99
44055,2020,11,4,13,40,999,2.8,3.9,1.24,14.81,8.95,287,1017.9,18.2,999.0,15.5,99,99
44061,2020,11,4,14,40,999,2.8,3.7,1.43,14.81,9.79,256,1018.2,18.3,999.0,15.7,99,99
44067,2020,11,4,15,40,999,2.9,3.8,1.25,14.81,9.09,271,1018.7,18.5,999.0,15.7,99,99
44073,2020,11,4,16,40,999,2.7,3.4,1.22,14.81,9.25,237,1018.9,18.7,999.0,16.1,99,99
44079,2020,11,4,17,40,999,1.5,2.4,1.22,13.79,9.34,265,1018.8,18.7,999.0,16.0,99,99
44085,2020,11,4,18,40,999,2.7,3.4,0.94,13.79,7.98,273,1018.4,19.0,999.0,16.5,99,99
44091,2020,11,4,19,40,999,4.8,6.1,1.12,13.79,9.02,260,1017.5,19.0,999.0,16.8,99,99
44097,2020,11,4,20,40,999,5.2,6.2,1.05,13.79,8.06,278,1016.9,19.2,999.0,16.9,99,99
44103,2020,11,4,21,40,999,5.9,7.1,1.21,14.81,8.3,260,1016.4,19.3,999.0,17.1,99,99
44109,2020,11,4,22,40,999,6.9,8.0,1.24,13.79,7.39,295,1016.2,19.3,999.0,17.2,99,99
44114,2020,11,5,18,40,999,3.3,4.2,1.22,12.9,8.23,254,1015.2,20.3,999.0,18.8,99,99
44120,2020,11,5,19,40,999,4.7,5.8,1.19,13.79,8.11,168,1014.2,20.2,999.0,18.9,99,99
44126,2020,11,5,20,40,999,4.5,5.8,1.21,13.79,8.17,182,1013.0,20.1,999.0,18.8,99,99
44132,2020,11,5,21,40,999,5.3,6.7,1.19,12.9,7.99,270,1012.2,20.2,999.0,18.7,99,99
44138,2020,11,5,22,40,999,5.5,6.8,1.28,12.9,7.67,266,1011.4,20.2,999.0,18.4,99,99
44144,2020,11,5,23,40,999,4.9,6.1,1.22,12.12,7.08,267,1010.8,20.3,999.0,18.5,99,99
44150,2020,11,6,0,40,999,3.0,4.0,1.09,12.9,6.94,236,1010.5,20.2,999.0,18.7,99,99
44156,2020,11,6,1,40,999,4.8,6.1,1.26,14.81,7.47,175,1010.3,20.1,999.0,18.4,99,99
44162,2020,11,6,2,40,999,5.4,6.7,1.26,12.9,6.96,212,1010.9,20.2,999.0,18.1,99,99
44168,2020,11,6,3,40,999,3.4,4.4,1.14,12.12,6.47,266,1010.6,20.3,999.0,17.5,99,99
44174,2020,11,6,4,40,999,2.0,2.9,1.23,13.79,6.96,177,1010.1,20.2,999.0,17.4,99,99
44180,2020,11,6,5,40,999,2.0,3.2,1.2,12.9,7.21,247,1009.9,20.1,999.0,17.6,99,99
44186,2020,11,6,6,40,999,3.0,4.1,1.11,17.39,7.19,185,1009.1,20.0,999.0,17.7,99,99
44192,2020,11,6,7,40,999,3.5,4.8,1.06,12.9,6.95,193,1008.7,19.9,999.0,17.9,99,99
44198,2020,11,6,8,40,999,4.1,5.3,1.11,13.79,6.55,169,1008.4,19.5,999.0,17.8,99,99
44204,2020,11,6,9,40,999,5.6,6.8,1.19,17.39,6.59,194,1008.0,19.4,999.0,17.7,99,99
44210,2020,11,6,10,40,999,5.6,6.7,1.19,12.12,6.39,217,1007.3,19.2,999.0,17.6,99,99
44216,2020,11,6,11,40,999,4.4,5.9,1.27,17.39,6.45,177,1007.0,19.1,999.0,17.5,99,99
44222,2020,11,6,12,40,999,4.8,5.8,1.44,17.39,7.16,193,1006.3,19.0,999.0,17.4,99,99
44228,2020,11,6,13,40,999,6.4,8.0,1.47,17.39,6.68,193,1006.6,18.9,999.0,17.3,99,99
44234,2020,11,6,14,40,999,6.0,8.0,1.31,11.43,5.68,237,1007.1,18.6,999.0,16.8,99,99
44240,2020,11,6,15,40,999,6.3,7.7,1.4,16.0,5.88,193,1007.8,18.3,999.0,16.4,99,99
44246,2020,11,6,16,40,999,6.4,9.2,1.44,17.39,5.86,189,1007.9,18.3,999.0,15.9,99,99
44252,2020,11,6,17,40,999,5.7,6.9,1.38,17.39,5.65,221,1007.4,17.7,999.0,15.3,99,99
44258,2020,11,6,18,40,999,7.0,8.9,1.4,16.0,6.0,191,1007.1,18.0,999.0,15.6,99,99
44264,2020,11,6,19,40,999,6.4,8.3,1.52,16.0,6.03,188,1006.6,17.7,999.0,15.0,99,99
44270,2020,11,6,20,40,999,8.1,10.6,1.75,11.43,6.0,268,1005.8,18.0,999.0,15.2,99,99
44276,2020,11,6,21,40,999,8.7,11.2,1.9,7.14,6.1,277,1005.3,17.9,999.0,14.9,99,99
44282,2020,11,6,22,40,999,8.6,10.8,2.15,7.69,6.4,279,1005.4,17.8,999.0,14.0,99,99
44288,2020,11,6,23,40,999 1,0.6,12.6,2.3,7.69,6.24,279,1005.3,18.0,999.0,14.0,99,99
44294,2020,11,7,0,40,999,9.9,12.3,2.73,7.69,6.37,284,1005.9,17.4,999.0,13.4,99,99
44300,2020,11,7,1,40,999,9.8,12.2,2.96,7.69,6.86,285,1006.4,17.2,999.0,12.6,99,99
44306,2020,11,7,2,40,999 1,0.9,13.8,3.36,10.0,7.23,270,1007.0,17.0,999.0,11.4,99,99
44312,2020,11,7,3,40,999 1,0.9,13.5,3.51,10.0,7.23,279,1007.3,16.9,999.0,11.0,99,99
44318,2020,11,7,4,40,999 1,0.3,13.5,3.47,10.81,7.44,279,1007.8,16.6,999.0,10.2,99,99
44324,2020,11,7,5,40,999 1,0.7,13.6,3.71,10.0,7.48,283,1008.1,16.4,999.0,10.4,99,99
44330,2020,11,7,6,40,999 1,0.9,14.3,3.31,10.0,6.98,281,1008.5,16.2,999.0,9.9,99,99
44336,2020,11,7,7,40,999,9.9,13.3,3.57,10.0,7.43,284,1008.2,16.3,999.0,9.2,99,99
44342,2020,11,7,8,40,999,9.6,12.1,2.97,8.33,6.87,290,1008.4,16.2,999.0,8.5,99,99
44348,2020,11,7,9,40,999,8.4,10.9,3.2,10.0,7.29,281,1008.4,16.4,999.0,9.0,99,99
44354,2020,11,7,10,40,999,8.7,10.6,2.82,10.0,7.18,279,1008.4,16.6,999.0,9.7,99,99
44360,2020,11,7,11,40,999,5.8,8.3,3.01,10.81,7.3,286,1008.3,16.1,999.0,10.9,99,99
44366,2020,11,7,12,40,999,7.4,10.4,3.15,10.0,7.38,282,1008.4,16.3,999.0,10.7,99,99
44372,2020,11,7,13,40,999,8.1,10.0,2.7,10.81,7.01,273,1008.4,16.3,999.0,11.0,99,99
44378,2020,11,7,14,40,999,9.0,11.5,2.85,9.09,6.94,266,1008.7,16.4,999.0,8.8,99,99
44384,2020,11,7,15,40,999,8.9,11.5,3.03,9.09,7.44,264,1009.1,16.5,999.0,9.6,99,99
44390,2020,11,7,16,40,999 1,1.1,14.8,3.16,10.0,6.96,263,1009.6,16.4,999.0,8.7,99,99
44396,2020,11,7,17,40,999 1,1.7,15.5,3.2,10.0,6.87,262,1009.5,16.3,999.0,9.7,99,99
44402,2020,11,7,18,40,999 1,1.6,14.3,3.43,7.14,6.88,273,1009.7,15.5,999.0,9.6,99,99
44408,2020,11,7,19,40,999,9.8,13.9,3.26,14.81,6.9,260,1009.3,15.4,999.0,10.3,99,99
44414,2020,11,7,20,40,999 1,0.7,12.9,3.31,13.79,7.39,285,1008.7,16.0,999.0,9.0,99,99
44420,2020,11,7,21,40,999,9.5,12.1,3.0,14.81,7.19,234,1008.9,15.9,999.0,9.7,99,99
44426,2020,11,7,22,40,999,9.8,12.8,3.24,14.81,7.34,275,1008.7,15.9,999.0,9.5,99,99
44432,2020,11,7,23,40,999 1,1.1,13.8,3.07,14.81,7.18,261,1008.8,15.6,999.0,9.3,99,99
44438,2020,11,8,0,40,999 1,1.1,13.8,3.0,11.43,6.92,288,1009.0,15.8,999.0,9.4,99,99
44444,2020,11,8,1,40,999 1,1.2,13.4,3.18,14.81,7.1,252,1009.3,15.8,999.0,8.8,99,99
44450,2020,11,8,2,40,999 1,0.0,12.0,3.0,14.81,7.03,265,1010.1,15.8,999.0,8.1,99,99
44456,2020,11,8,3,40,999,9.3,11.8,3.09,14.81,7.01,264,1010.5,15.8,999.0,8.0,99,99
44462,2020,11,8,4,40,999,9.8,12.2,3.17,14.81,7.26,241,1010.9,16.0,999.0,9.1,99,99
44468,2020,11,8,5,40,999,9.9,12.2,2.96,11.43,6.79,292,1011.4,15.8,999.0,9.7,99,99
44474,2020,11,8,6,40,999,9.2,11.8,3.19,14.81,7.5,269,1011.7,15.9,999.0,9.8,99,99
44480,2020,11,8,7,40,999,8.4,10.7,3.04,14.81,7.35,268,1011.8,15.9,999.0,9.2,99,99
44486,2020,11,8,8,40,999,9.1,13.4,2.75,10.81,6.87,282,1012.0,15.2,999.0,9.6,99,99
44492,2020,11,8,9,40,999,9.1,11.5,2.78,14.81,7.2,243,1011.8,15.9,999.0,9.8,99,99
44498,2020,11,8,10,40,999,9.1,11.4,2.81,13.79,7.34,265,1011.6,15.7,999.0,9.0,99,99
44504,2020,11,8,11,40,999,9.8,12.1,2.47,12.12,6.74,289,1011.3,15.8,999.0,8.9,99,99
44510,2020,11,8,12,40,999,8.6,11.5,2.55,7.69,6.77,273,1011.3,15.2,999.0,8.6,99,99
44516,2020,11,8,13,40,999,8.9,11.0,2.46,13.79,6.81,260,1011.0,15.8,999.0,8.7,99,99
44522,2020,11,8,14,40,999,7.7,14.1,2.53,13.79,6.93,252,1011.8,14.5,999.0,10.6,99,99
44528,2020,11,8,15,40,999,7.5,9.6,2.61,13.79,7.02,247,1012.3,15.2,999.0,9.4,99,99
44534,2020,11,8,16,40,999 1,0.1,12.0,2.73,13.79,6.82,258,1012.4,15.8,999.0,8.3,99,99
44540,2020,11,8,17,40,999,9.8,12.7,2.69,13.79,6.74,247,1012.7,15.7,999.0,8.4,99,99
44546,2020,11,8,18,40,999,8.3,11.8,2.69,13.79,6.57,261,1012.6,15.8,999.0,6.9,99,99
44552,2020,11,8,19,40,999,9.1,12.0,2.55,14.81,6.57,245,1012.2,15.9,999.0,7.9,99,99
44558,2020,11,8,20,40,999 1,1.1,13.5,2.57,14.81,6.34,259,1011.6,15.1,999.0,9.8,99,99
44564,2020,11,8,21,40,999,9.9,12.9,2.57,13.79,6.46,269,1011.1,15.7,999.0,9.8,99,99
44570,2020,11,8,22,40,999 1,1.1,13.7,2.67,13.79,6.59,241,1011.3,15.9,999.0,8.2,99,99
44576,2020,11,8,23,40,999,9.1,11.5,2.9,14.81,6.53,241,1011.7,14.3,999.0,11.1,99,99
44582,2020,11,9,0,40,999 1,1.6,14.1,2.77,13.79,6.39,275,1011.6,15.6,999.0,7.5,99,99
44588,2020,11,9,1,40,999 1,2.2,15.4,2.91,14.81,6.29,260,1012.1,15.5,999.0,6.9,99,99
44594,2020,11,9,2,40,999 1,2.0,15.2,2.93,7.14,6.45,287,1012.5,15.4,999.0,7.6,99,99
44600,2020,11,9,3,40,999 1,1.5,14.1,2.93,7.69,6.4,284,1012.6,15.3,999.0,8.3,99,99
44606,2020,11,9,4,40,999 1,1.4,14.4,3.09,7.69,6.67,289,1013.2,15.1,999.0,8.4,99,99
44612,2020,11,9,5,40,999 1,1.3,14.4,2.89,9.09,6.53,285,1013.4,15.3,999.0,7.7,99,99
44618,2020,11,9,6,40,999,9.6,12.1,2.58,8.33,6.21,299,1013.6,15.3,999.0,7.7,99,99
44624,2020,11,9,7,40,999,8.9,12.3,2.56,8.33,6.41,291,1013.9,15.1,999.0,7.9,99,99
44630,2020,11,9,8,40,999,7.4,11.1,2.57,7.69,6.54,295,1014.2,14.0,999.0,8.2,99,99
44636,2020,11,9,9,40,999 1,0.1,13.6,2.61,8.33,6.58,292,1014.4,14.9,999.0,6.6,99,99
44642,2020,11,9,10,40,999,9.8,12.4,2.36,8.33,6.37,281,1014.5,14.5,999.0,4.3,99,99
44648,2020,11,9,11,40,999,8.6,11.5,2.39,7.69,6.51,287,1014.5,14.4,999.0,5.9,99,99
44654,2020,11,9,12,40,999,9.6,12.2,2.52,7.14,6.47,283,1015.2,14.4,999.0,5.0,99,99
44660,2020,11,9,13,40,999,7.0,9.5,2.47,13.79,6.74,194,1015.8,14.2,999.0,4.4,99,99
44666,2020,11,9,14,40,999,7.6,10.3,2.24,7.14,6.33,273,1016.6,14.2,999.0,4.9,99,99
44672,2020,11,9,15,40,999,6.4,8.1,2.13,12.9,6.37,256,1017.5,14.3,999.0,4.2,99,99
44678,2020,11,9,16,40,999,5.0,6.6,2.24,12.9,6.83,247,1018.3,14.4,999.0,4.7,99,99
44684,2020,11,9,17,40,999,4.4,5.9,2.12,12.9,6.86,259,1019.0,14.5,999.0,4.3,99,99
44690,2020,11,9,18,40,999,3.8,5.9,2.15,13.79,6.89,217,1019.5,14.4,999.0,4.5,99,99
44696,2020,11,9,19,40,999,1.8,3.7,2.16,12.9,6.87,246,1019.2,14.4,999.0,3.5,99,99
44702,2020,11,9,20,40,999,1.8,3.1,2.08,13.79,7.18,220,1018.9,14.5,999.0,3.8,99,99
44708,2020,11,9,21,40,999,2.4,3.9,1.83,13.79,7.1,208,1018.8,14.6,999.0,4.2,99,99
44714,2020,11,9,22,40,999,1.4,3.8,1.85,11.43,7.16,266,1018.8,14.8,999.0,3.9,99,99
44720,2020,11,9,23,40,999,1.1,2.9,1.89,12.9,7.72,261,1018.8,14.8,999.0,4.1,99,99
44726,2020,11,10,0,40,999,1.2,2.7,1.74,13.79,7.39,194,1019.0,14.7,999.0,4.3,99,99
44732,2020,11,10,1,40,999,2.2,3.7,1.62,12.9,7.3,224,1019.6,14.5,999.0,4.9,99,99
44738,2020,11,10,2,40,999,3.3,5.1,1.54,12.12,7.08,282,1020.0,14.6,999.0,5.0,99,99
44744,2020,11,10,3,40,999,2.0,3.2,1.49,12.9,7.26,223,1020.4,14.6,999.0,4.5,99,99
44750,2020,11,10,4,40,999,1.4,2.9,1.51,12.9,7.41,230,1021.0,14.7,999.0,5.1,99,99
44756,2020,11,10,5,40,999,2.2,3.4,1.4,13.79,7.23,177,1021.3,14.7,999.0,5.1,99,99
44762,2020,11,10,6,40,999,2.2,3.8,1.5,13.79,7.47,189,1021.2,14.8,999.0,5.8,99,99
44768,2020,11,10,7,40,999,3.2,4.8,1.58,12.9,7.75,229,1021.0,14.9,999.0,5.7,99,99
44774,2020,11,10,8,40,999,2.8,4.4,1.51,12.9,7.61,203,1020.9,14.9,999.0,6.0,99,99
44780,2020,11,10,9,40,999,3.6,5.1,1.44,11.43,7.59,288,1020.8,15.2,999.0,5.8,99,99
44786,2020,11,10,10,40,999,4.7,6.2,1.5,11.43,7.18,248,1020.5,14.9,999.0,9.0,99,99
44792,2020,11,10,11,40,999,3.3,4.5,1.44,10.0,7.23,285,1020.1,14.7,999.0,8.3,99,99
44798,2020,11,10,12,40,999,2.0,3.9,1.32,9.09,7.05,276,1019.9,14.7,999.0,7.9,99,99
44804,2020,11,10,13,40,999,2.7,4.2,1.45,11.43,7.16,257,1020.2,14.8,999.0,8.3,99,99
44810,2020,11,10,14,40,999,4.0,5.5,1.38,12.9,7.09,198,1020.8,15.1,999.0,6.0,99,99
44816,2020,11,10,15,40,999,3.5,4.8,1.41,10.81,6.92,269,1021.1,15.4,999.0,5.0,99,99
44822,2020,11,10,16,40,999,3.6,4.9,1.53,12.9,7.0,222,1021.3,15.5,999.0,5.8,99,99
44828,2020,11,10,17,40,999,4.3,5.8,1.34,13.79,6.37,200,1021.2,15.6,999.0,5.4,99,99
44834,2020,11,10,18,40,999,4.1,5.4,1.28,13.79,6.39,190,1020.9,15.6,999.0,5.7,99,99
44840,2020,11,10,19,40,999,4.8,6.1,1.39,12.9,6.53,192,1019.9,15.8,999.0,6.5,99,99
44846,2020,11,10,20,40,999,5.1,6.1,1.37,12.12,6.41,267,1018.8,15.8,999.0,6.6,99,99
44852,2020,11,10,21,40,999,4.7,5.6,1.35,12.9,6.62,244,1017.9,16.0,999.0,6.2,99,99
44858,2020,11,10,22,40,999,4.9,6.4,1.28,12.9,6.67,248,1017.7,16.1,999.0,6.3,99,99
44864,2020,11,10,23,40,999,5.9,7.4,1.16,12.9,6.65,206,1017.2,16.3,999.0,7.5,99,99
44870,2020,11,11,0,40,999,6.1,7.3,1.21,12.9,6.26,247,1017.0,16.5,999.0,8.5,99,99
44876,2020,11,11,1,40,999,6.6,8.5,1.14,12.9,6.16,207,1017.1,16.6,999.0,8.6,99,99
44882,2020,11,11,2,40,999,6.5,7.9,1.18,12.9,5.89,224,1017.6,16.5,999.0,8.8,99,99
44888,2020,11,11,3,40,999,5.7,7.0,1.18,11.43,5.43,263,1017.6,16.4,999.0,8.0,99,99
44894,2020,11,11,4,40,999,5.1,6.3,1.16,12.9,5.4,210,1017.5,16.3,999.0,8.1,99,99
44900,2020,11,11,5,40,999,4.2,5.4,1.24,12.9,5.66,193,1017.7,16.3,999.0,8.3,99,99
44906,2020,11,11,6,40,999,4.2,5.5,1.06,12.9,5.35,195,1017.6,16.3,999.0,7.3,99,99
44912,2020,11,11,7,40,999,4.0,5.4,1.15,12.9,5.62,179,1017.3,16.4,999.0,7.7,99,99
44918,2020,11,11,8,40,999,4.3,5.9,1.08,12.9,5.44,181,1017.0,16.2,999.0,8.7,99,99
44924,2020,11,11,9,40,999,4.3,5.1,1.05,12.9,5.58,138,1016.8,16.2,999.0,9.2,99,99
44930,2020,11,11,10,40,999,2.5,3.5,1.07,12.9,5.81,192,1016.5,16.1,999.0,9.7,99,99
44936,2020,11,11,11,40,999,2.4,3.5,1.05,12.9,6.01,168,1016.3,16.0,999.0,9.2,99,99
44942,2020,11,11,12,40,999,2.3,3.6,1.09,8.33,6.26,273,1016.6,16.0,999.0,9.4,99,99
44948,2020,11,11,13,40,999,2.1,3.2,1.11,16.0,6.61,159,1016.7,15.9,999.0,8.6,99,99
44954,2020,11,11,14,40,999,1.8,2.8,1.09,12.9,6.69,174,1016.9,16.0,999.0,8.7,99,99
44960,2020,11,11,15,40,999,2.0,2.9,1.07,14.81,6.54,157,1017.3,16.2,999.0,9.2,99,99
44966,2020,11,11,16,40,999,1.4,2.0,1.09,14.81,6.3,209,1017.7,16.3,999.0,8.2,99,99
44972,2020,11,11,17,40,999,1.2,2.1,1.09,7.14,6.27,276,1017.7,16.4,999.0,8.2,99,99
44978,2020,11,11,18,40,999,2.2,3.3,1.13,6.25,6.14,276,1017.6,16.5,999.0,6.8,99,99
44984,2020,11,11,19,40,999,1.7,3.2,1.16,14.81,6.3,140,1016.5,16.4,999.0,8.4,99,99
44990,2020,11,11,20,40,999,2.2,3.1,1.19,7.14,6.48,277,1015.7,16.3,999.0,9.2,99,99
44996,2020,11,11,21,40,999,2.7,3.8,1.06,6.67,6.14,277,1015.3,16.4,999.0,9.0,99,99
45002,2020,11,11,22,40,999,2.9,3.8,1.04,7.14,6.53,284,1015.0,16.5,999.0,9.8,99,99
45008,2020,11,11,23,40,999,3.4,4.3,0.91,7.14,6.43,279,1015.0,16.5,999.0,9.7,99,99
45014,2020,11,12,0,40,999,3.3,4.1,0.99,7.14,6.59,279,1015.0,16.4,999.0,10.4,99,99
45020,2020,11,12,1,40,999,3.3,4.3,0.93,14.81,6.73,198,1015.1,16.4,999.0,10.9,99,99
45026,2020,11,12,2,40,999,3.5,4.5,0.82,7.14,6.41,282,1015.8,16.4,999.0,11.3,99,99
45032,2020,11,12,3,40,999,3.9,4.8,0.84,14.81,6.32,165,1015.6,16.4,999.0,12.2,99,99
45038,2020,11,12,4,40,999,2.9,3.7,0.85,14.81,6.29,188,1015.5,16.2,999.0,12.4,99,99
45044,2020,11,12,5,40,999,2.2,3.0,0.89,7.14,6.16,281,1016.3,16.2,999.0,11.9,99,99
45050,2020,11,12,6,40,999,3.2,4.3,0.93,14.81,6.5,171,1016.6,16.3,999.0,11.7,99,99
45056,2020,11,12,7,40,999,3.9,5.0,0.91,12.9,5.9,193,1016.6,16.6,999.0,12.5,99,99
45062,2020,11,12,8,40,999,3.7,4.6,0.92,14.81,6.02,178,1016.3,16.4,999.0,12.1,99,99
45068,2020,11,12,9,40,999,3.2,3.9,0.85,13.79,5.78,176,1015.8,16.2,999.0,12.2,99,99
45074,2020,11,12,10,40,999,2.8,3.8,0.8,12.9,5.77,175,1015.6,16.2,999.0,12.6,99,99
45080,2020,11,12,11,40,999,1.7,2.4,0.84,12.9,5.78,187,1015.8,16.2,999.0,12.0,99,99
45086,2020,11,12,12,40,999,2.8,3.9,0.82,13.79,6.0,200,1015.8,16.0,999.0,12.5,99,99
45092,2020,11,12,13,40,999,2.8,3.9,0.81,13.79,5.93,152,1015.9,15.8,999.0,12.0,99,99
45098,2020,11,12,14,40,999,1.7,2.8,0.87,13.79,6.44,182,1016.3,15.8,999.0,11.7,99,99
45104,2020,11,12,15,40,999,2.9,4.6,0.81,14.81,6.28,212,1017.2,16.0,999.0,11.6,99,99
45110,2020,11,12,16,40,999,1.9,2.9,0.79,12.9,5.93,202,1017.6,16.1,999.0,11.4,99,99
45116,2020,11,12,17,40,999,2.2,3.2,0.82,13.79,6.07,195,1017.9,16.2,999.0,11.5,99,99
45122,2020,11,12,18,40,999,2.4,3.5,0.76,13.79,5.8,151,1017.7,16.0,999.0,11.4,99,99
45128,2020,11,12,19,40,999,2.3,3.3,0.84,13.79,5.93,169,1016.9,16.0,999.0,11.5,99,99
45134,2020,11,12,20,40,999,2.2,3.0,0.81,12.9,6.04,201,1016.4,16.2,999.0,11.7,99,99
45140,2020,11,12,21,40,999,4.1,5.3,0.79,13.79,5.95,199,1016.2,16.4,999.0,12.2,99,99
45146,2020,11,12,22,40,999,4.0,5.0,0.76,13.79,6.38,182,1015.8,16.3,999.0,12.4,99,99
45152,2020,11,12,23,40,999,3.8,5.1,0.74,13.79,6.17,185,1015.8,16.3,999.0,12.3,99,99
45158,2020,11,13,0,40,999,4.2,5.7,0.75,13.79,6.62,203,1015.8,16.2,999.0,12.7,99,99
45164,2020,11,13,1,40,999,4.8,6.0,0.76,13.79,6.82,184,1016.2,16.4,999.0,13.3,99,99
45172,2020,11,13,13,40,999,5.4,6.8,1.0,11.43,5.24,233,1018.5,16.3,999.0,11.5,99,99
45178,2020,11,13,14,40,999,5.4,6.6,1.07,12.12,5.51,236,1018.9,16.1,999.0,12.3,99,99
45184,2020,11,13,15,40,999,5.3,6.8,1.07,16.0,5.4,233,1019.6,16.0,999.0,12.3,99,99
45190,2020,11,13,16,40,999,6.2,7.6,1.08,12.9,5.53,253,1020.4,16.1,999.0,11.6,99,99
45196,2020,11,13,17,40,999,6.6,7.7,1.08,12.9,5.1,214,1020.9,16.0,999.0,11.6,99,99
45202,2020,11,13,18,40,999,6.2,8.1,1.11,13.79,5.27,207,1020.5,16.0,999.0,11.6,99,99
45208,2020,11,13,19,40,999,6.6,8.1,1.16,12.9,5.04,271,1020.3,16.0,999.0,11.4,99,99
45214,2020,11,13,20,40,999,6.2,7.7,1.18,16.0,5.1,170,1019.6,16.0,999.0,11.5,99,99
45220,2020,11,13,21,40,999,6.9,8.6,1.21,16.0,4.99,173,1019.2,16.1,999.0,11.7,99,99
45226,2020,11,13,22,40,999,7.4,8.9,1.32,5.88,5.28,283,1019.1,16.0,999.0,12.1,99,99
45232,2020,11,13,23,40,999,7.8,9.5,1.35,14.81,5.27,191,1018.8,16.1,999.0,12.3,99,99
45238,2020,11,14,0,40,999,8.7,10.8,1.28,14.81,5.04,203,1019.2,16.2,999.0,12.7,99,99
45244,2020,11,14,1,40,999,8.3,10.1,1.31,14.81,5.05,201,1019.2,16.4,999.0,11.6,99,99
45250,2020,11,14,2,40,999,7.1,8.2,1.24,11.43,5.2,251,1019.6,16.5,999.0,12.0,99,99
45256,2020,11,14,3,40,999,7.1,8.8,1.29,14.81,5.12,188,1019.9,16.5,999.0,11.5,99,99
45262,2020,11,14,4,40,999,7.7,9.2,1.36,14.81,5.24,180,1020.2,16.7,999.0,11.7,99,99
45268,2020,11,14,5,40,999,6.7,7.9,1.32,5.56,5.26,285,1020.7,16.6,999.0,11.7,99,99
45274,2020,11,14,6,40,999,6.0,7.2,1.28,5.88,5.19,277,1020.5,16.7,999.0,12.1,99,99
45280,2020,11,14,7,40,999,6.5,8.5,1.3,13.79,5.38,187,1020.5,16.6,999.0,12.5,99,99
45286,2020,11,14,8,40,999,6.4,8.1,1.47,6.25,5.3,290,1019.7,16.7,999.0,13.4,99,99
45292,2020,11,14,9,40,999,7.7,9.6,1.49,14.81,5.38,179,1019.3,16.5,999.0,13.5,99,99
45298,2020,11,14,10,40,999,6.9,8.4,1.61,14.81,5.61,164,1019.3,16.2,999.0,13.7,99,99
45304,2020,11,14,11,40,999,6.7,8.3,1.64,6.67,5.56,291,1019.1,16.0,999.0,13.0,99,99
45310,2020,11,14,12,40,999,5.6,6.8,1.62,7.14,5.72,282,1019.1,16.1,999.0,13.0,99,99
45316,2020,11,14,13,40,999,6.6,8.4,1.58,7.14,5.55,283,1019.1,16.1,999.0,12.7,99,99
45322,2020,11,14,14,40,999,6.3,8.5,1.62,14.81,5.89,181,1019.2,16.0,999.0,12.4,99,99
45328,2020,11,14,15,40,999,5.0,6.6,1.61,7.14,6.11,288,1019.7,16.3,999.0,12.4,99,99
45334,2020,11,14,16,40,999,4.7,6.0,1.58,14.81,5.98,192,1019.8,16.4,999.0,12.4,99,99
45340,2020,11,14,17,40,999,4.2,5.8,1.36,13.79,5.77,196,1020.4,16.6,999.0,12.5,99,99
45346,2020,11,14,18,40,999,4.3,5.5,1.45,6.67,6.18,293,1020.2,16.5,999.0,11.8,99,99
45352,2020,11,14,19,40,999,4.8,5.6,1.41,13.79,6.17,158,1019.6,16.5,999.0,12.8,99,99
45358,2020,11,14,20,40,999,5.5,7.0,1.35,13.79,5.93,176,1018.9,16.7,999.0,13.3,99,99
45364,2020,11,14,21,40,999,5.2,6.2,1.27,7.14,5.59,292,1018.3,16.9,999.0,13.4,99,99
45370,2020,11,14,22,40,999,6.8,8.5,1.24,12.9,5.69,196,1018.3,17.3,999.0,13.6,99,99
45376,2020,11,14,23,40,999,6.6,8.0,1.29,14.81,5.55,188,1018.3,17.4,999.0,11.7,99,99
45382,2020,11,15,0,40,999,6.4,7.6,1.13,14.81,5.11,168,1018.3,17.2,999.0,12.8,99,99
45388,2020,11,15,1,40,999,6.3,8.1,1.25,14.81,5.58,185,1018.4,17.0,999.0,13.0,99,99
45394,2020,11,15,2,40,999,5.8,7.1,1.12,14.81,5.59,173,1019.1,17.0,999.0,13.1,99,99
45400,2020,11,15,3,40,999,4.6,5.6,1.1,13.79,6.11,178,1019.1,16.9,999.0,13.9,99,99
